Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,Site,Transect,section,sexe,LC
5972,10,7,2013,Dgiard,,,,,32,CI3,1,2,m,81,,,,,,,,,,,,,,,,,
5973,10,7,2013,Dgiard,,,,,32,CI3,1,3,i,10,,,,,,,,,,,,,,,,,
5974,10,7,2013,Dgiard,,,,,32,CI3,1,3,i,14,,,,,,,,,,,,,,,,,
5975,10,7,2013,Dgiard,,,,,32,CI3,1,3,m,78,,,,,,,,,,,,,,,,,
5976,10,7,2013,Dgiard,,,,,32,CI3,1,4,f,29,,,,,,,,,,,,,,,,,
5977,10,7,2013,Dgiard,,,,,32,CI3,1,4,f,64,,,,,,,,,,,,,,,,,
5978,10,7,2013,Dgiard,,,,,32,CI3,1,4,f,58,,,,,,,,,,,,,,,,,
5979,10,7,2013,Dgiard,,,,,32,CI3,1,4,f,26,,,,,,,,,,,,,,,,,
5980,10,7,2013,Dgiard,,,,,32,CI3,1,4,m,28,,,,,,,,,,,,,,,,,
5981,10,7,2013,Dgiard,,,,,32,CI3,1,5,m,21,,,,,,,,,,,,,,,,,
5982,10,7,2013,Dgiard,,,,,32,CI3,1,5,m,26,,,,,,,,,,,,,,,,,
5983,10,7,2013,Dgiard,,,,,32,CI3,1,5,i,16,,,,,,,,,,,,,,,,,
5984,10,7,2013,Dgiard,,,,,32,CI3,1,5,f,74,,,,,,,,,,,,,,,,,
5985,10,7,2013,Dgiard,,,,,32,CI3,1,5,i,12,,,,,,,,,,,,,,,,,
5986,10,7,2013,Dgiard,,,,,32,CI3,1,5,m,23,,,,,,,,,,,,,,,,,
5987,10,7,2013,Dgiard,,,,,32,CI3,1,5,m,80,,,,,,,,,,,,,,,,,
5988,10,7,2013,Dgiard,,,,,32,CI3,1,6,,,,,,,,,,,,,,,,,,,
5989,10,7,2013,Dgiard,,,,,32,CI3,1,7,m,21,,,,,,,,,,,,,,,,,
5990,10,7,2013,Dgiard,,,,,32,CI3,1,7,f,39,,,,,,,,,,,,,,,,,
5991,10,7,2013,Dgiard,,,,,32,CI3,1,7,f,78,,,,,,,,,,,,,,,,,
5992,10,7,2013,Dgiard,,,,,32,CI3,1,8,f,36,,,,,,,,,,,,,,,,,
5993,10,7,2013,Dgiard,,,,,32,CI3,1,8,i,14,,,,,,,,,,,,,,,,,
5994,10,7,2013,Dgiard,,,,,32,CI3,1,8,m,118,,,,,,,,,,,,,,,,,
5995,10,7,2013,Dgiard,,,,,32,CI3,1,9,f,61,,,,,,,,,,,,,,,,,
5996,10,7,2013,Dgiard,,,,,32,CI3,1,9,f,40,,,,,,,,,,,,,,,,,
5997,10,7,2013,Dgiard,,,,,32,CI3,1,9,m,30,,,,,,,,,,,,,,,,,
5998,10,7,2013,Dgiard,,,,,32,CI3,1,9,m,22,,,,,,,,,,,,,,,,,
5999,10,7,2013,Dgiard,,,,,32,CI3,1,9,m,98,,,,,,,,,,,,,,,,,
6000,10,7,2013,Dgiard,,,,,32,CI3,1,9,m,23,,,,,,,,,,,,,,,,,
6001,10,7,2013,Dgiard,,,,,32,CI3,1,10,f,78,,,,,,,,,,,,,,,,,
6002,10,7,2013,Dgiard,,,,,32,CI3,1,10,m,32,,,,,,,,,,,,,,,,,
6003,10,7,2013,Dgiard,,,,,32,CI3,1,10,m,25,,,,,,,,,,,,,,,,,
6004,10,7,2013,Dgiard,,,,,32,CI3,1,11,m,20,,,,,,,,,,,,,,,,,
6005,10,7,2013,Dgiard,,,,,32,CI3,1,11,m,23,,,,,,,,,,,,,,,,,
6006,10,7,2013,Dgiard,,,,,32,CI3,1,11,i,16,,,,,,,,,,,,,,,,,
6007,10,7,2013,Dgiard,,,,,32,CI3,1,11,m,24,,,,,,,,,,,,,,,,,
6008,10,7,2013,Dgiard,,,,,32,CI3,1,11,f,78,,,,,,,,,,,,,,,,,
6009,10,7,2013,Dgiard,,,,,32,CI3,1,11,m,24,,,,,,,,,,,,,,,,,
6010,10,7,2013,Dgiard,,,,,32,CI3,1,11,m,26,,,,,,,,,,,,,,,,,
6011,10,7,2013,Dgiard,,,,,32,CI3,1,12,m,24,,,,,,,,,,,,,,,,,
6012,10,7,2013,Dgiard,,,,,32,CI3,1,12,f,79,,,,,,,,,,,,,,,,,
6013,10,7,2013,Dgiard,,,,,32,CI3,1,12,m,23,,,,,,,,,,,,,,,,,
6014,10,7,2013,Dgiard,,,,,32,CI3,1,12,m,20,,,,,,,,,,,,,,,,,
6015,10,7,2013,Dgiard,,,,,32,CI3,1,12,f,67,,,,,,,,,,,,,,,,,
6016,10,7,2013,Dgiard,,,,,32,CI3,1,13,i,19,,,,,,,,,,,,,,,,,
6017,10,7,2013,Dgiard,,,,,32,CI3,1,13,i,12,,,,,,,,,,,,,,,,,
6018,10,7,2013,Dgiard,,,,,32,CI3,1,13,m,22,,,,,,,,,,,,,,,,,
6019,10,7,2013,Dgiard,,,,,32,CI3,1,13,m,25,,,,,,,,,,,,,,,,,
6020,10,7,2013,Dgiard,,,,,32,CI3,1,13,m,114,,,,,,,,,,,,,,,,,
6021,10,7,2013,Dgiard,,,,,32,CI3,1,13,m,20,,,,,,,,,,,,,,,,,
6022,10,7,2013,Dgiard,,,,,32,CI3,1,13,f,56,,,,,,,,,,,,,,,,,
6023,10,7,2013,Dgiard,,,,,32,CI3,1,14,m,23,,,,,,,,,,,,,,,,,
6024,10,7,2013,Dgiard,,,,,32,CI3,1,14,m,29,,,,,,,,,,,,,,,,,
6025,10,7,2013,Dgiard,,,,,32,CI3,1,14,m,32,,,,,,,,,,,,,,,,,
6026,10,7,2013,Dgiard,,,,,32,CI3,1,14,m,28,,,,,,,,,,,,,,,,,
6027,10,7,2013,Dgiard,,,,,32,CI3,1,14,f,26,,,,,,,,,,,,,,,,,
6028,10,7,2013,Dgiard,,,,,32,CI3,1,14,f,33,,,,,,,,,,,,,,,,,
6029,10,7,2013,Dgiard,,,,,32,CI3,1,15,m,28,,,,,,,,,,,,,,,,,
6030,10,7,2013,Dgiard,,,,,32,CI3,1,15,i,10,,,,,,,,,,,,,,,,,
6031,10,7,2013,Dgiard,,,,,32,CI3,1,15,m,20,,,,,,,,,,,,,,,,,
6032,10,7,2013,Dgiard,,,,,32,CI3,1,15,m,24,,,,,,,,,,,,,,,,,
6033,10,7,2013,Dgiard,,,,,32,CI3,1,15,m,22,,,,,,,,,,,,,,,,,
6034,10,7,2013,Dgiard,,,,,32,CI3,1,15,m,31,,,,,,,,,,,,,,,,,
6035,10,7,2013,Gpaulin,,,,,32,CI3,1,16,i,9,,,,,,,,,,,,,,,,,
6036,10,7,2013,Gpaulin,,,,,32,CI3,1,16,i,10,,,,,,,,,,,,,,,,,
6037,10,7,2013,Gpaulin,,,,,32,CI3,1,16,i,13,,,,,,,,,,,,,,,,,
6038,10,7,2013,Gpaulin,,,,,32,CI3,1,16,m,21,,,,,,,,,,,,,,,,,
6039,10,7,2013,Gpaulin,,,,,32,CI3,1,16,i,15,,,,,,,,,,,,,,,,,
6040,10,7,2013,Gpaulin,,,,,32,CI3,1,16,f,21,,,,,,,,,,,,,,,,,
6041,10,7,2013,Gpaulin,,,,,32,CI3,1,17,f,23,,,,,,,,,,,,,,,,,
6042,10,7,2013,Gpaulin,,,,,32,CI3,1,17,i,19,,,,,,,,,,,,,,,,,
6043,10,7,2013,Gpaulin,,,,,32,CI3,1,17,f,78,,,,,,,,,,,,,,,,,
6044,10,7,2013,Gpaulin,,,,,32,CI3,1,17,m,30,,,,,,,,,,,,,,,,,
6045,10,7,2013,Gpaulin,,,,,32,CI3,1,17,i,15,,,,,,,,,,,,,,,,,
6046,10,7,2013,Gpaulin,,,,,32,CI3,1,18,m,20,,,,,,,,,,,,,,,,,
6047,10,7,2013,Gpaulin,,,,,32,CI3,1,18,i,19,,,,,,,,,,,,,,,,,
6048,10,7,2013,Gpaulin,,,,,32,CI3,1,18,m,32,,,,,,,,,,,,,,,,,
6049,10,7,2013,Gpaulin,,,,,32,CI3,1,19,f,51,,,,,,,,,,,,,,,,,
6050,10,7,2013,Gpaulin,,,,,32,CI3,1,19,i,17,,,,,,,,,,,,,,,,,
6051,10,7,2013,Gpaulin,,,,,32,CI3,1,19,m,24,,,,,,,,,,,,,,,,,
6052,10,7,2013,Gpaulin,,,,,32,CI3,1,19,i,13,,,,,,,,,,,,,,,,,
6053,10,7,2013,Gpaulin,,,,,32,CI3,1,20,m,21,,,,,,,,,,,,,,,,,
6054,10,7,2013,Gpaulin,,,,,32,CI3,1,20,i,15,,,,,,,,,,,,,,,,,
6055,11,7,2013,Rvienneau,,,,,32,CI3,2,1,i,10,,,,,,,,,,,,,,,,,
6056,11,7,2013,Rvienneau,,,,,32,CI3,2,1,m,34,,,,,,,,,,,,,,,,,
6057,11,7,2013,Rvienneau,,,,,32,CI3,2,1,i,18,,,,,,,,,,,,,,,,,
6058,11,7,2013,Rvienneau,,,,,32,CI3,2,1,i,8,,,,,,,,,,,,,,,,,
6059,11,7,2013,Rvienneau,,,,,32,CI3,2,2,m,43,,,,,,,,,,,,,,,,,
6060,11,7,2013,Rvienneau,,,,,32,CI3,2,2,i,14,,,,,,,,,,,,,,,,,
6061,11,7,2013,Rvienneau,,,,,32,CI3,2,2,m,63,,,,,,,,,,,,,,,,,
6062,11,7,2013,Rvienneau,,,,,32,CI3,2,2,i,8,,,,,,,,,,,,,,,,,
6063,11,7,2013,Rvienneau,,,,,32,CI3,2,2,m,31,,,,,,,,,,,,,,,,,
6064,11,7,2013,Rvienneau,,,,,32,CI3,2,2,i,18,,,,,,,,,,,,,,,,,
6065,11,7,2013,Rvienneau,,,,,32,CI3,2,3,i,8,,,,,,,,,,,,,,,,,
6066,11,7,2013,Rvienneau,,,,,32,CI3,2,4,f,51,,,,,,,,,,,,,,,,,
6067,11,7,2013,Rvienneau,,,,,32,CI3,2,5,f,20,,,,,,,,,,,,,,,,,
6068,11,7,2013,Rvienneau,,,,,32,CI3,2,5,m,32,,,,,,,,,,,,,,,,,
6069,11,7,2013,Rvienneau,,,,,32,CI3,2,6,i,18,,,,,,,,,,,,,,,,,
6070,11,7,2013,Rvienneau,,,,,32,CI3,2,6,i,17,,,,,,,,,,,,,,,,,
6071,11,7,2013,Rvienneau,,,,,32,CI3,2,6,f,72,,,,,,,,,,,,,,,,,
6072,11,7,2013,Rvienneau,,,,,32,CI3,2,6,f,43,,,,,,,,,,,,,,,,,
6073,11,7,2013,Rvienneau,,,,,32,CI3,2,6,m,57,,,,,,,,,,,,,,,,,
6074,11,7,2013,Rvienneau,,,,,32,CI3,2,6,i,18,,,,,,,,,,,,,,,,,
6075,11,7,2013,Rvienneau,,,,,32,CI3,2,7,m,35,,,,,,,,,,,,,,,,,
6076,11,7,2013,Rvienneau,,,,,32,CI3,2,7,m,20,,,,,,,,,,,,,,,,,
6077,11,7,2013,Rvienneau,,,,,32,CI3,2,7,f,33,,,,,,,,,,,,,,,,,
6078,11,7,2013,Rvienneau,,,,,32,CI3,2,8,f,20,,,,,,,,,,,,,,,,,
6079,11,7,2013,Rvienneau,,,,,32,CI3,2,8,i,18,,,,,,,,,,,,,,,,,
6080,11,7,2013,Rvienneau,,,,,32,CI3,2,9,m,71,,,,,,,,,,,,,,,,,
6081,11,7,2013,Rvienneau,,,,,32,CI3,2,9,f,30,,,,,,,,,,,,,,,,,
6082,11,7,2013,Rvienneau,,,,,32,CI3,2,9,i,16,,,,,,,,,,,,,,,,,
6084,11,7,2013,Rvienneau,,,,,32,CI3,2,11,f,65,,,,,,,,,,,,,,,,,
6085,11,7,2013,Rvienneau,,,,,32,CI3,2,12,i,10,,,,,,,,,,,,,,,,,
6086,11,7,2013,Rvienneau,,,,,32,CI3,2,12,m,45,,,,,,,,,,,,,,,,,
6087,11,7,2013,Rvienneau,,,,,32,CI3,2,12,i,17,,,,,,,,,,,,,,,,,
6088,11,7,2013,Rvienneau,,,,,32,CI3,2,12,f,38,,,,,,,,,,,,,,,,,
6089,11,7,2013,Rvienneau,,,,,32,CI3,2,13,f,24,,,,,,,,,,,,,,,,,
6090,11,7,2013,Rvienneau,,,,,32,CI3,2,13,i,8,,,,,,,,,,,,,,,,,
6091,11,7,2013,Rvienneau,,,,,32,CI3,2,13,f,26,,,,,,,,,,,,,,,,,
6092,11,7,2013,Rvienneau,,,,,32,CI3,2,14,f,45,,,,,,,,,,,,,,,,,
6093,11,7,2013,Rvienneau,,,,,32,CI3,2,14,f,57,,,,,,,,,,,,,,,,,
6094,11,7,2013,Rvienneau,,,,,32,CI3,2,14,i,10,,,,,,,,,,,,,,,,,
6095,11,7,2013,Rvienneau,,,,,32,CI3,2,14,f,62,,,,,,,,,,,,,,,,,
6096,11,7,2013,Rvienneau,,,,,32,CI3,2,14,f,22,,,,,,,,,,,,,,,,,
6097,11,7,2013,Rvienneau,,,,,32,CI3,2,14,m,63,,,,,,,,,,,,,,,,,
6098,11,7,2013,Rvienneau,,,,,32,CI3,2,15,f,24,,,,,,,,,,,,,,,,,
6099,11,7,2013,Rvienneau,,,,,32,CI3,2,15,i,10,,,,,,,,,,,,,,,,,
6100,11,7,2013,Rvienneau,,,,,32,CI3,2,15,i,8,,,,,,,,,,,,,,,,,
6101,11,7,2013,Rvienneau,,,,,32,CI3,2,15,m,30,,,,,,,,,,,,,,,,,
6102,11,7,2013,Rvienneau,,,,,32,CI3,2,15,m,110,,,,,,,,,,,,,,,,,
6103,11,7,2013,Rvienneau,,,,,32,CI3,2,15,m,50,,,,,,,,,,,,,,,,,
6104,11,7,2013,Rvienneau,,,,,32,CI3,2,15,f,65,,,,,,,,,,,,,,,,,
6105,11,7,2013,Rvienneau,,,,,32,CI3,2,15,m,25,,,,,,,,,,,,,,,,,
6106,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,37,,,,,,,,,,,,,,,,,
6107,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,34,,,,,,,,,,,,,,,,,
6108,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,83,,,,,,,,,,,,,,,,,
6109,11,7,2013,Rvienneau,,,,,32,CI3,2,16,i,12,,,,,,,,,,,,,,,,,
6110,11,7,2013,Rvienneau,,,,,32,CI3,2,16,i,10,,,,,,,,,,,,,,,,,
6111,11,7,2013,Rvienneau,,,,,32,CI3,2,16,f,41,,,,,,,,,,,,,,,,,
6112,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,20,,,,,,,,,,,,,,,,,
6113,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,20,,,,,,,,,,,,,,,,,
6114,11,7,2013,Rvienneau,,,,,32,CI3,2,16,f,27,,,,,,,,,,,,,,,,,
6115,11,7,2013,Rvienneau,,,,,32,CI3,2,16,i,18,,,,,,,,,,,,,,,,,
6116,11,7,2013,Rvienneau,,,,,32,CI3,2,16,i,16,,,,,,,,,,,,,,,,,
6117,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,30,,,,,,,,,,,,,,,,,
6118,11,7,2013,Rvienneau,,,,,32,CI3,2,16,i,18,,,,,,,,,,,,,,,,,
6119,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,20,,,,,,,,,,,,,,,,,
6120,11,7,2013,Rvienneau,,,,,32,CI3,2,16,m,24,,,,,,,,,,,,,,,,,
6121,11,7,2013,Rvienneau,,,,,32,CI3,2,17,i,17,,,,,,,,,,,,,,,,,
6122,11,7,2013,Rvienneau,,,,,32,CI3,2,17,i,19,,,,,,,,,,,,,,,,,
6123,11,7,2013,Rvienneau,,,,,32,CI3,2,17,f,22,,,,,,,,,,,,,,,,,
6124,11,7,2013,Rvienneau,,,,,32,CI3,2,17,f,20,,,,,,,,,,,,,,,,,
6125,11,7,2013,Rvienneau,,,,,32,CI3,2,17,m,36,,,,,,,,,,,,,,,,,
6126,11,7,2013,Rvienneau,,,,,32,CI3,2,17,f,24,,,,,,,,,,,,,,,,,
6127,11,7,2013,Rvienneau,,,,,32,CI3,2,17,i,10,,,,,,,,,,,,,,,,,
6128,11,7,2013,Rvienneau,,,,,32,CI3,2,18,f,44,,,,,,,,,,,,,,,,,
6129,11,7,2013,Rvienneau,,,,,32,CI3,2,18,f,32,,,,,,,,,,,,,,,,,
6130,11,7,2013,Rvienneau,,,,,32,CI3,2,18,f,30,,,,,,,,,,,,,,,,,
6131,11,7,2013,Rvienneau,,,,,32,CI3,2,18,f,40,,,,,,,,,,,,,,,,,
6132,11,7,2013,Rvienneau,,,,,32,CI3,2,18,f,22,,,,,,,,,,,,,,,,,
6133,11,7,2013,Rvienneau,,,,,32,CI3,2,18,f,32,,,,,,,,,,,,,,,,,
6134,11,7,2013,Rvienneau,,,,,32,CI3,2,19,m,22,,,,,,,,,,,,,,,,,
6135,11,7,2013,Rvienneau,,,,,32,CI3,2,19,f,44,,,,,,,,,,,,,,,,,
6136,11,7,2013,Rvienneau,,,,,32,CI3,2,19,m,29,,,,,,,,,,,,,,,,,
6137,11,7,2013,Rvienneau,,,,,32,CI3,2,19,i,18,,,,,,,,,,,,,,,,,
6138,11,7,2013,Rvienneau,,,,,32,CI3,2,19,m,32,,,,,,,,,,,,,,,,,
6139,11,7,2013,Rvienneau,,,,,32,CI3,2,19,f,21,,,,,,,,,,,,,,,,,
6140,11,7,2013,Rvienneau,,,,,32,CI3,2,19,f,30,,,,,,,,,,,,,,,,,
6141,11,7,2013,Rvienneau,,,,,32,CI3,2,19,i,10,,,,,,,,,,,,,,,,,
6142,11,7,2013,Rvienneau,,,,,32,CI3,2,19,f,28,,,,,,,,,,,,,,,,,
6143,11,7,2013,Rvienneau,,,,,32,CI3,2,19,m,22,,,,,,,,,,,,,,,,,
6144,11,7,2013,Rvienneau,,,,,32,CI3,2,20,i,16,,,,,,,,,,,,,,,,,
6145,11,7,2013,Rvienneau,,,,,32,CI3,2,20,f,28,,,,,,,,,,,,,,,,,
6146,11,7,2013,Rvienneau,,,,,32,CI3,2,20,f,37,,,,,,,,,,,,,,,,,
6147,11,7,2013,Rvienneau,,,,,32,CI3,2,20,i,16,,,,,,,,,,,,,,,,,
6148,11,7,2013,Rvienneau,,,,,32,CI3,2,20,i,18,,,,,,,,,,,,,,,,,
6149,11,7,2013,Rvienneau,,,,,32,CI3,2,20,m,53,,,,,,,,,,,,,,,,,
6150,11,7,2013,Rvienneau,,,,,32,CI3,2,20,f,28,,,,,,,,,,,,,,,,,
6151,11,7,2013,Rvienneau,,,,,32,CI3,2,20,i,18,,,,,,,,,,,,,,,,,
6152,11,7,2013,Rvienneau,,,,,32,CI3,2,20,i,16,,,,,,,,,,,,,,,,,
6153,11,7,2013,Rvienneau,,,,,32,CI3,2,20,f,31,,,,,,,,,,,,,,,,,
6154,11,7,2013,Rvienneau,,,,,32,CI3,2,20,m,20,,,,,,,,,,,,,,,,,
6155,11,7,2013,Rvienneau,,,,,32,CI3,2,20,f,70,,,,,,,,,,,,,,,,,
6160,11,7,2013,Mcomeau,,,,,32,CI3,2,5,i,16,,,,,,,,,,,,,,,,,
6161,11,7,2013,Mcomeau,,,,,32,CI3,2,6,m,71,,,,,,,,,,,,,,,,,
6162,11,7,2013,Mcomeau,,,,,32,CI3,2,6,f,51,,,,,,,,,,,,,,,,,
6163,11,7,2013,Mcomeau,,,,,32,CI3,2,6,f,24,,,,,,,,,,,,,,,,,
6164,11,7,2013,Mcomeau,,,,,32,CI3,2,6,f,33,,,,,,,,,,,,,,,,,
6165,11,7,2013,Mcomeau,,,,,32,CI3,2,7,i,11,,,,,,,,,,,,,,,,,
6166,11,7,2013,Mcomeau,,,,,32,CI3,2,7,f,25,,,,,,,,,,,,,,,,,
6167,11,7,2013,Mcomeau,,,,,32,CI3,2,7,m,21,,,,,,,,,,,,,,,,,
6168,11,7,2013,Mcomeau,,,,,32,CI3,2,8,f,60,,,,,,,,,,,,,,,,,
6169,11,7,2013,Mcomeau,,,,,32,CI3,2,8,i,13,,,,,,,,,,,,,,,,,
6170,11,7,2013,Mcomeau,,,,,32,CI3,2,9,i,10,,,,,,,,,,,,,,,,,
6171,11,7,2013,Mcomeau,,,,,32,CI3,2,9,b3,79,,,,,,,,,,,,,,,,,
6172,11,7,2013,Mcomeau,,,,,32,CI3,2,9,m,27,,,,,,,,,,,,,,,,,
6173,11,7,2013,Mcomeau,,,,,32,CI3,2,9,i,13,,,,,,,,,,,,,,,,,
6174,11,7,2013,Mcomeau,,,,,32,CI3,2,10,i,13,,,,,,,,,,,,,,,,,
6175,11,7,2013,Mcomeau,,,,,32,CI3,2,10,f,27,,,,,,,,,,,,,,,,,
6176,11,7,2013,Mcomeau,,,,,32,CI3,2,10,i,17,,,,,,,,,,,,,,,,,
6177,11,7,2013,Mcomeau,,,,,32,CI3,2,11,f,23,,,,,,,,,,,,,,,,,
6178,11,7,2013,Mcomeau,,,,,32,CI3,2,12,,,,,,,,,,,,,,,,,,,
6179,11,7,2013,Mcomeau,,,,,32,CI3,2,13,i,18,,,,,,,,,,,,,,,,,
6180,11,7,2013,Mcomeau,,,,,32,CI3,2,13,i,15,,,,,,,,,,,,,,,,,
6181,11,7,2013,Mcomeau,,,,,32,CI3,2,13,f,30,,,,,,,,,,,,,,,,,
6182,11,7,2013,Mcomeau,,,,,32,CI3,2,13,i,18,,,,,,,,,,,,,,,,,
6183,11,7,2013,Mcomeau,,,,,32,CI3,2,13,i,10,,,,,,,,,,,,,,,,,
6184,11,7,2013,Mcomeau,,,,,32,CI3,2,13,f,63,,,,,,,,,,,,,,,,,
6185,11,7,2013,Mcomeau,,,,,32,CI3,2,13,f,20,,,,,,,,,,,,,,,,,
6186,11,7,2013,Mcomeau,,,,,32,CI3,2,13,f,22,,,,,,,,,,,,,,,,,
6187,11,7,2013,Mcomeau,,,,,32,CI3,2,13,i,10,,,,,,,,,,,,,,,,,
6188,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,14,,,,,,,,,,,,,,,,,
6189,11,7,2013,Mcomeau,,,,,32,CI3,2,14,f,37,,,,,,,,,,,,,,,,,
6190,11,7,2013,Mcomeau,,,,,32,CI3,2,14,m,20,,,,,,,,,,,,,,,,,
6191,11,7,2013,Mcomeau,,,,,32,CI3,2,14,f,24,,,,,,,,,,,,,,,,,
6192,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,10,,,,,,,,,,,,,,,,,
6193,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,10,,,,,,,,,,,,,,,,,
6194,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,14,,,,,,,,,,,,,,,,,
6195,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,12,,,,,,,,,,,,,,,,,
6196,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,12,,,,,,,,,,,,,,,,,
6197,11,7,2013,Mcomeau,,,,,32,CI3,2,14,f,42,,,,,,,,,,,,,,,,,
6198,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,19,,,,,,,,,,,,,,,,,
6199,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,15,,,,,,,,,,,,,,,,,
6200,11,7,2013,Mcomeau,,,,,32,CI3,2,14,i,11,,,,,,,,,,,,,,,,,
6201,11,7,2013,Mcomeau,,,,,32,CI3,2,15,m,43,,,,,,,,,,,,,,,,,
6202,11,7,2013,Mcomeau,,,,,32,CI3,2,15,m,23,,,,,,,,,,,,,,,,,
6203,11,7,2013,Mcomeau,,,,,32,CI3,2,15,m,37,,,,,,,,,,,,,,,,,
6204,11,7,2013,Mcomeau,,,,,32,CI3,2,15,f,28,,,,,,,,,,,,,,,,,
6205,11,7,2013,Mcomeau,,,,,32,CI3,2,15,i,12,,,,,,,,,,,,,,,,,
6206,11,7,2013,Mcomeau,,,,,32,CI3,2,15,i,15,,,,,,,,,,,,,,,,,
6207,11,7,2013,Mcomeau,,,,,32,CI3,2,15,f,22,,,,,,,,,,,,,,,,,
6208,11,7,2013,Mcomeau,,,,,32,CI3,2,15,f,20,,,,,,,,,,,,,,,,,
6209,11,7,2013,Mcomeau,,,,,32,CI3,2,15,i,17,,,,,,,,,,,,,,,,,
6210,11,7,2013,Mcomeau,,,,,32,CI3,2,15,i,17,,,,,,,,,,,,,,,,,
6211,11,7,2013,Mcomeau,,,,,32,CI3,2,15,f,22,,,,,,,,,,,,,,,,,
6212,11,7,2013,Mcomeau,,,,,32,CI3,2,15,f,29,,,,,,,,,,,,,,,,,
6213,11,7,2013,Mcomeau,,,,,32,CI3,2,15,i,15,,,,,,,,,,,,,,,,,
6214,11,7,2013,Mcomeau,,,,,32,CI3,2,15,f,23,,,,,,,,,,,,,,,,,
6215,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,17,,,,,,,,,,,,,,,,,
6216,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,17,,,,,,,,,,,,,,,,,
6217,11,7,2013,Mcomeau,,,,,32,CI3,2,16,m,59,,,,,,,,,,,,,,,,,
6218,11,7,2013,Mcomeau,,,,,32,CI3,2,16,f,73,,,,,,,,,,,,,,,,,
6219,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,17,,,,,,,,,,,,,,,,,
6220,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,17,,,,,,,,,,,,,,,,,
6221,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,17,,,,,,,,,,,,,,,,,
6222,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,12,,,,,,,,,,,,,,,,,
6223,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,12,,,,,,,,,,,,,,,,,
6224,11,7,2013,Mcomeau,,,,,32,CI3,2,16,m,84,,,,,,,,,,,,,,,,,
6225,11,7,2013,Mcomeau,,,,,32,CI3,2,16,m,26,,,,,,,,,,,,,,,,,
6226,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,19,,,,,,,,,,,,,,,,,
6227,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,12,,,,,,,,,,,,,,,,,
6228,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,19,,,,,,,,,,,,,,,,,
6229,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,18,,,,,,,,,,,,,,,,,
6230,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,13,,,,,,,,,,,,,,,,,
6231,11,7,2013,Mcomeau,,,,,32,CI3,2,16,i,19,,,,,,,,,,,,,,,,,
6232,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,19,,,,,,,,,,,,,,,,,
6233,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,12,,,,,,,,,,,,,,,,,
6234,11,7,2013,Mcomeau,,,,,32,CI3,2,17,m,25,,,,,,,,,,,,,,,,,
6235,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,13,,,,,,,,,,,,,,,,,
6236,11,7,2013,Mcomeau,,,,,32,CI3,2,17,m,22,,,,,,,,,,,,,,,,,
6237,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,18,,,,,,,,,,,,,,,,,
6238,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,18,,,,,,,,,,,,,,,,,
6239,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,11,,,,,,,,,,,,,,,,,
6240,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,11,,,,,,,,,,,,,,,,,
6241,11,7,2013,Mcomeau,,,,,32,CI3,2,17,f,24,,,,,,,,,,,,,,,,,
6242,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,10,,,,,,,,,,,,,,,,,
6243,11,7,2013,Mcomeau,,,,,32,CI3,2,17,f,40,,,,,,,,,,,,,,,,,
6244,11,7,2013,Mcomeau,,,,,32,CI3,2,17,i,10,,,,,,,,,,,,,,,,,
